date,category,value
2018-05-03 10:00:00,Abandoned Vehicle,9
2018-05-03 10:00:00,Blocked Street or SideWalk,1
2018-05-03 10:00:00,Catch Basin Maintenance,1
2018-05-03 10:00:00,Damaged Property,3
2018-05-03 10:00:00,Encampments,10
2018-05-03 10:00:00,General Request - COUNTY CLERK,1
2018-05-03 10:00:00,General Request - DPH,1
2018-05-03 10:00:00,General Request - HUMAN RIGHTS COMMISSION,1
2018-05-03 10:00:00,General Request - MTA,2
2018-05-03 10:00:00,General Request - PLANNING,1
2018-05-03 10:00:00,General Request - PUBLIC WORKS,7
2018-05-03 10:00:00,General Request - TT COLLECTOR,1
2018-05-03 10:00:00,Graffiti,8
2018-05-03 10:00:00,Homeless Concerns,18
2018-05-03 10:00:00,Litter Receptacles,2
2018-05-03 10:00:00,MUNI Feedback,2
2018-05-03 10:00:00,Parking Enforcement,11
2018-05-03 10:00:00,Rec and Park Requests,1
2018-05-03 10:00:00,Sewer Issues,3
2018-05-03 10:00:00,Sidewalk or Curb,3
2018-05-03 10:00:00,Sign Repair,1
2018-05-03 10:00:00,Street Defects,1
2018-05-03 10:00:00,Street and Sidewalk Cleaning,48
2018-05-03 10:00:00,Temporary Sign Request,4
2018-05-03 10:00:00,Tree Maintenance,4
2018-05-03 11:00:00,311 External Request,1
2018-05-03 11:00:00,Abandoned Vehicle,3
2018-05-03 11:00:00,DPW Volunteer Programs,1
2018-05-03 11:00:00,Damaged Property,4
2018-05-03 11:00:00,Encampments,10
2018-05-03 11:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-03 11:00:00,General Request - ANIMAL CARE CONTROL,1
2018-05-03 11:00:00,General Request - DPH,1
2018-05-03 11:00:00,General Request - MTA,2
2018-05-03 11:00:00,General Request - PUBLIC WORKS,7
2018-05-03 11:00:00,General Request - PUC,1
2018-05-03 11:00:00,Homeless Concerns,10
2018-05-03 11:00:00,Litter Receptacles,6
2018-05-03 11:00:00,MUNI Feedback,2
2018-05-03 11:00:00,Parking Enforcement,13
2018-05-03 11:00:00,Residential Building Request,1
2018-05-03 11:00:00,SFHA Requests,1
2018-05-03 11:00:00,Sewer Issues,2
2018-05-03 11:00:00,Sidewalk or Curb,1
2018-05-03 11:00:00,Street Defects,1
2018-05-03 11:00:00,Street and Sidewalk Cleaning,40
2018-05-03 11:00:00,Streetlights,2
2018-05-03 11:00:00,Temporary Sign Request,5
2018-05-03 12:00:00,Abandoned Vehicle,6
2018-05-03 12:00:00,Damaged Property,4
2018-05-03 12:00:00,Encampments,11
2018-05-03 12:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-03 12:00:00,General Request - BUILDING INSPECTION,2
2018-05-03 12:00:00,General Request - COUNTY CLERK,2
2018-05-03 12:00:00,General Request - DPH,1
2018-05-03 12:00:00,General Request - MTA,6
2018-05-03 12:00:00,General Request - PUBLIC WORKS,8
2018-05-03 12:00:00,General Request - TT COLLECTOR,1
2018-05-03 12:00:00,Graffiti,1
2018-05-03 12:00:00,Homeless Concerns,8
2018-05-03 12:00:00,Litter Receptacles,1
2018-05-03 12:00:00,MUNI Feedback,2
2018-05-03 12:00:00,Parking Enforcement,13
2018-05-03 12:00:00,Residential Building Request,1
2018-05-03 12:00:00,Sewer Issues,2
2018-05-03 12:00:00,Sign Repair,1
2018-05-03 12:00:00,Street Defects,1
2018-05-03 12:00:00,Street and Sidewalk Cleaning,33
2018-05-03 12:00:00,Streetlights,1
2018-05-03 12:00:00,Temporary Sign Request,3
2018-05-03 12:00:00,Tree Maintenance,4
2018-05-03 13:00:00,311 External Request,2
2018-05-03 13:00:00,Abandoned Vehicle,9
2018-05-03 13:00:00,DPW Volunteer Programs,1
2018-05-03 13:00:00,Damaged Property,3
2018-05-03 13:00:00,Encampments,9
2018-05-03 13:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-03 13:00:00,General Request - BOARD OF SUPERVISORS,1
2018-05-03 13:00:00,General Request - COUNTY CLERK,2
2018-05-03 13:00:00,General Request - DPH,1
2018-05-03 13:00:00,General Request - MTA,2
2018-05-03 13:00:00,General Request - PUBLIC WORKS,5
2018-05-03 13:00:00,General Request - PUC,1
2018-05-03 13:00:00,Graffiti,9
2018-05-03 13:00:00,Homeless Concerns,15
2018-05-03 13:00:00,Illegal Postings,1
2018-05-03 13:00:00,MUNI Feedback,4
2018-05-03 13:00:00,Noise Report,2
2018-05-03 13:00:00,Parking Enforcement,11
2018-05-03 13:00:00,Rec and Park Requests,1
2018-05-03 13:00:00,Sidewalk or Curb,2
2018-05-03 13:00:00,Sign Repair,1
2018-05-03 13:00:00,Street Defects,2
2018-05-03 13:00:00,Street and Sidewalk Cleaning,49
2018-05-03 13:00:00,Temporary Sign Request,2
2018-05-03 13:00:00,Tree Maintenance,4
2018-05-03 14:00:00,311 External Request,1
2018-05-03 14:00:00,Abandoned Vehicle,5
2018-05-03 14:00:00,Blocked Street or SideWalk,5
2018-05-03 14:00:00,Damaged Property,1
2018-05-03 14:00:00,Encampments,10
2018-05-03 14:00:00,General Request - ANIMAL CARE CONTROL,1
2018-05-03 14:00:00,General Request - BUILDING INSPECTION,1
2018-05-03 14:00:00,General Request - COUNTY CLERK,1
2018-05-03 14:00:00,General Request - MTA,6
2018-05-03 14:00:00,General Request - PUBLIC WORKS,3
2018-05-03 14:00:00,General Request - PUC,1
2018-05-03 14:00:00,Graffiti,3
2018-05-03 14:00:00,Homeless Concerns,7
2018-05-03 14:00:00,Illegal Postings,3
2018-05-03 14:00:00,MUNI Feedback,2
2018-05-03 14:00:00,Parking Enforcement,8
2018-05-03 14:00:00,Sidewalk or Curb,1
2018-05-03 14:00:00,Street Defects,4
2018-05-03 14:00:00,Street and Sidewalk Cleaning,23
2018-05-03 14:00:00,Streetlights,1
2018-05-03 14:00:00,Temporary Sign Request,5
2018-05-03 14:00:00,Tree Maintenance,6
2018-05-03 15:00:00,311 External Request,1
2018-05-03 15:00:00,Abandoned Vehicle,3
2018-05-03 15:00:00,Blocked Street or SideWalk,2
2018-05-03 15:00:00,Color Curb,2
2018-05-03 15:00:00,DPW Volunteer Programs,1
2018-05-03 15:00:00,Damaged Property,2
2018-05-03 15:00:00,Encampments,7
2018-05-03 15:00:00,General Request - COUNTY CLERK,2
2018-05-03 15:00:00,General Request - DPH,2
2018-05-03 15:00:00,General Request - MTA,1
2018-05-03 15:00:00,General Request - PLANNING,1
2018-05-03 15:00:00,General Request - PUBLIC WORKS,10
2018-05-03 15:00:00,Graffiti,9
2018-05-03 15:00:00,Homeless Concerns,12
2018-05-03 15:00:00,Illegal Postings,1
2018-05-03 15:00:00,Litter Receptacles,2
2018-05-03 15:00:00,MUNI Feedback,2
2018-05-03 15:00:00,Parking Enforcement,18
2018-05-03 15:00:00,Rec and Park Requests,1
2018-05-03 15:00:00,Residential Building Request,1
2018-05-03 15:00:00,Sewer Issues,1
2018-05-03 15:00:00,Sidewalk or Curb,1
2018-05-03 15:00:00,Street Defects,2
2018-05-03 15:00:00,Street and Sidewalk Cleaning,33
2018-05-03 15:00:00,Temporary Sign Request,9
2018-05-03 16:00:00,Abandoned Vehicle,6
2018-05-03 16:00:00,Damaged Property,2
2018-05-03 16:00:00,Encampments,11
2018-05-03 16:00:00,General Request - BUILDING INSPECTION,1
2018-05-03 16:00:00,General Request - PUBLIC WORKS,5
2018-05-03 16:00:00,Graffiti,4
2018-05-03 16:00:00,Homeless Concerns,8
2018-05-03 16:00:00,Litter Receptacles,2
2018-05-03 16:00:00,MUNI Feedback,2
2018-05-03 16:00:00,Parking Enforcement,10
2018-05-03 16:00:00,Rec and Park Requests,2
2018-05-03 16:00:00,Residential Building Request,1
2018-05-03 16:00:00,Sewer Issues,2
2018-05-03 16:00:00,Street Defects,1
2018-05-03 16:00:00,Street and Sidewalk Cleaning,33
2018-05-03 16:00:00,Temporary Sign Request,2
2018-05-03 16:00:00,Tree Maintenance,1
2018-05-03 17:00:00,Abandoned Vehicle,11
2018-05-03 17:00:00,Color Curb,1
2018-05-03 17:00:00,Encampments,7
2018-05-03 17:00:00,General Request - DPH,1
2018-05-03 17:00:00,General Request - MTA,1
2018-05-03 17:00:00,General Request - PUBLIC WORKS,12
2018-05-03 17:00:00,General Request - PUC,1
2018-05-03 17:00:00,Graffiti,12
2018-05-03 17:00:00,Homeless Concerns,11
2018-05-03 17:00:00,Illegal Postings,2
2018-05-03 17:00:00,Litter Receptacles,3
2018-05-03 17:00:00,MUNI Feedback,1
2018-05-03 17:00:00,Parking Enforcement,16
2018-05-03 17:00:00,Residential Building Request,1
2018-05-03 17:00:00,SFHA Requests,1
2018-05-03 17:00:00,Sewer Issues,2
2018-05-03 17:00:00,Sidewalk or Curb,1
2018-05-03 17:00:00,Sign Repair,3
2018-05-03 17:00:00,Street Defects,3
2018-05-03 17:00:00,Street and Sidewalk Cleaning,33
2018-05-03 17:00:00,Streetlights,1
2018-05-03 17:00:00,Temporary Sign Request,1
2018-05-03 17:00:00,Tree Maintenance,1
2018-05-03 18:00:00,Abandoned Vehicle,4
2018-05-03 18:00:00,Blocked Street or SideWalk,3
2018-05-03 18:00:00,Color Curb,1
2018-05-03 18:00:00,Damaged Property,2
2018-05-03 18:00:00,Encampments,7
2018-05-03 18:00:00,General Request - DPH,1
2018-05-03 18:00:00,General Request - PUBLIC WORKS,2
2018-05-03 18:00:00,Graffiti,10
2018-05-03 18:00:00,Homeless Concerns,9
2018-05-03 18:00:00,MUNI Feedback,4
2018-05-03 18:00:00,Parking Enforcement,14
2018-05-03 18:00:00,Rec and Park Requests,1
2018-05-03 18:00:00,Sewer Issues,2
2018-05-03 18:00:00,Sidewalk or Curb,1
2018-05-03 18:00:00,Sign Repair,3
2018-05-03 18:00:00,Street Defects,1
2018-05-03 18:00:00,Street and Sidewalk Cleaning,27
2018-05-03 18:00:00,Streetlights,2
2018-05-03 18:00:00,Tree Maintenance,1
2018-05-03 19:00:00,Abandoned Vehicle,5
2018-05-03 19:00:00,Blocked Street or SideWalk,2
2018-05-03 19:00:00,Encampments,15
2018-05-03 19:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-03 19:00:00,General Request - MTA,1
2018-05-03 19:00:00,Graffiti,16
2018-05-03 19:00:00,Homeless Concerns,5
2018-05-03 19:00:00,Illegal Postings,3
2018-05-03 19:00:00,Litter Receptacles,1
2018-05-03 19:00:00,Parking Enforcement,7
2018-05-03 19:00:00,Rec and Park Requests,1
2018-05-03 19:00:00,Sidewalk or Curb,6
2018-05-03 19:00:00,Sign Repair,2
2018-05-03 19:00:00,Street Defects,3
2018-05-03 19:00:00,Street and Sidewalk Cleaning,12
2018-05-03 19:00:00,Streetlights,2
2018-05-03 19:00:00,Tree Maintenance,2
2018-05-03 20:00:00,Blocked Street or SideWalk,9
2018-05-03 20:00:00,Damaged Property,2
2018-05-03 20:00:00,Encampments,4
2018-05-03 20:00:00,General Request - PUBLIC WORKS,4
2018-05-03 20:00:00,General Request - PUC,1
2018-05-03 20:00:00,Graffiti,2
2018-05-03 20:00:00,Homeless Concerns,1
2018-05-03 20:00:00,Litter Receptacles,1
2018-05-03 20:00:00,MUNI Feedback,1
2018-05-03 20:00:00,Noise Report,1
2018-05-03 20:00:00,Parking Enforcement,9
2018-05-03 20:00:00,Street and Sidewalk Cleaning,2
2018-05-03 20:00:00,Streetlights,1
2018-05-03 21:00:00,Blocked Street or SideWalk,1
2018-05-03 21:00:00,Encampments,3
2018-05-03 21:00:00,Graffiti,1
2018-05-03 21:00:00,Homeless Concerns,4
2018-05-03 21:00:00,Illegal Postings,1
2018-05-03 21:00:00,Litter Receptacles,1
2018-05-03 21:00:00,MUNI Feedback,3
2018-05-03 21:00:00,Noise Report,1
2018-05-03 21:00:00,Parking Enforcement,13
2018-05-03 21:00:00,Sewer Issues,1
2018-05-03 21:00:00,Sidewalk or Curb,1
2018-05-03 21:00:00,Street and Sidewalk Cleaning,7
2018-05-03 21:00:00,Streetlights,1
2018-05-03 22:00:00,Abandoned Vehicle,3
2018-05-03 22:00:00,Damaged Property,1
2018-05-03 22:00:00,Encampments,2
2018-05-03 22:00:00,Homeless Concerns,3
2018-05-03 22:00:00,Litter Receptacles,1
2018-05-03 22:00:00,Parking Enforcement,15
2018-05-03 22:00:00,Rec and Park Requests,1
2018-05-03 22:00:00,Sewer Issues,2
2018-05-03 22:00:00,Sign Repair,2
2018-05-03 22:00:00,Street and Sidewalk Cleaning,8
2018-05-03 22:00:00,Tree Maintenance,1
2018-05-03 23:00:00,Damaged Property,1
2018-05-03 23:00:00,Encampments,1
2018-05-03 23:00:00,General Request - COUNTY CLERK,1
2018-05-03 23:00:00,General Request - PUC,1
2018-05-03 23:00:00,Graffiti,2
2018-05-03 23:00:00,Homeless Concerns,1
2018-05-03 23:00:00,MUNI Feedback,1
2018-05-03 23:00:00,Residential Building Request,1
2018-05-03 23:00:00,Street and Sidewalk Cleaning,4
2018-05-04 00:00:00,Encampments,2
2018-05-04 00:00:00,General Request - COUNTY CLERK,1
2018-05-04 00:00:00,General Request - PUBLIC WORKS,1
2018-05-04 00:00:00,General Request - PUC,1
2018-05-04 00:00:00,Graffiti,1
2018-05-04 00:00:00,Homeless Concerns,2
2018-05-04 00:00:00,Noise Report,1
2018-05-04 00:00:00,Parking Enforcement,1
2018-05-04 00:00:00,Sidewalk or Curb,1
2018-05-04 00:00:00,Street and Sidewalk Cleaning,6
2018-05-04 01:00:00,Parking Enforcement,1
2018-05-04 01:00:00,Street and Sidewalk Cleaning,1
2018-05-04 02:00:00,Abandoned Vehicle,1
2018-05-04 02:00:00,Street and Sidewalk Cleaning,4
2018-05-04 03:00:00,Color Curb,1
2018-05-04 04:00:00,Abandoned Vehicle,1
2018-05-04 04:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-04 04:00:00,Graffiti,1
2018-05-04 04:00:00,MUNI Feedback,1
2018-05-04 05:00:00,311 External Request,1
2018-05-04 05:00:00,General Request - PUBLIC WORKS,2
2018-05-04 05:00:00,Parking Enforcement,1
2018-05-04 05:00:00,Residential Building Request,1
2018-05-04 05:00:00,Street Defects,1
2018-05-04 05:00:00,Street and Sidewalk Cleaning,11
2018-05-04 06:00:00,Abandoned Vehicle,1
2018-05-04 06:00:00,Encampments,6
2018-05-04 06:00:00,General Request - ANIMAL CARE CONTROL,1
2018-05-04 06:00:00,General Request - PUBLIC WORKS,1
2018-05-04 06:00:00,General Request - PUC,1
2018-05-04 06:00:00,Graffiti,5
2018-05-04 06:00:00,Homeless Concerns,2
2018-05-04 06:00:00,Litter Receptacles,1
2018-05-04 06:00:00,MUNI Feedback,3
2018-05-04 06:00:00,Parking Enforcement,6
2018-05-04 06:00:00,Street Defects,2
2018-05-04 06:00:00,Street and Sidewalk Cleaning,11
2018-05-04 07:00:00,Abandoned Vehicle,14
2018-05-04 07:00:00,Encampments,47
2018-05-04 07:00:00,General Request - DPH,1
2018-05-04 07:00:00,General Request - FIRE DEPARTMENT,1
2018-05-04 07:00:00,General Request - PUBLIC WORKS,3
2018-05-04 07:00:00,General Request - PUC,1
2018-05-04 07:00:00,Graffiti,5
2018-05-04 07:00:00,Homeless Concerns,10
2018-05-04 07:00:00,Litter Receptacles,2
2018-05-04 07:00:00,MUNI Feedback,1
2018-05-04 07:00:00,Parking Enforcement,8
2018-05-04 07:00:00,Rec and Park Requests,2
2018-05-04 07:00:00,Sidewalk or Curb,1
2018-05-04 07:00:00,Street and Sidewalk Cleaning,42
2018-05-04 07:00:00,Streetlights,1
2018-05-04 08:00:00,Abandoned Vehicle,13
2018-05-04 08:00:00,Blocked Street or SideWalk,4
2018-05-04 08:00:00,Damaged Property,1
2018-05-04 08:00:00,Encampments,41
2018-05-04 08:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-04 08:00:00,General Request - DPH,1
2018-05-04 08:00:00,General Request - MTA,3
2018-05-04 08:00:00,General Request - PUBLIC WORKS,11
2018-05-04 08:00:00,General Request - PUC,1
2018-05-04 08:00:00,Graffiti,12
2018-05-04 08:00:00,Homeless Concerns,12
2018-05-04 08:00:00,Litter Receptacles,1
2018-05-04 08:00:00,MUNI Feedback,3
2018-05-04 08:00:00,Parking Enforcement,29
2018-05-04 08:00:00,Rec and Park Requests,1
2018-05-04 08:00:00,Sidewalk or Curb,1
2018-05-04 08:00:00,Sign Repair,3
2018-05-04 08:00:00,Street Defects,1
2018-05-04 08:00:00,Street and Sidewalk Cleaning,60
2018-05-04 08:00:00,Streetlights,2
2018-05-04 08:00:00,Temporary Sign Request,5
2018-05-04 08:00:00,Tree Maintenance,1
2018-05-04 09:00:00,Abandoned Vehicle,11
2018-05-04 09:00:00,Damaged Property,3
2018-05-04 09:00:00,Encampments,17
2018-05-04 09:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-04 09:00:00,General Request - ANIMAL CARE CONTROL,1
2018-05-04 09:00:00,General Request - COUNTY CLERK,2
2018-05-04 09:00:00,General Request - MTA,6
2018-05-04 09:00:00,General Request - PUBLIC WORKS,5
2018-05-04 09:00:00,General Request - PUC,1
2018-05-04 09:00:00,Graffiti,9
2018-05-04 09:00:00,Homeless Concerns,10
2018-05-04 09:00:00,Illegal Postings,1
2018-05-04 09:00:00,MUNI Feedback,3
2018-05-04 09:00:00,Parking Enforcement,6
2018-05-04 09:00:00,Rec and Park Requests,3
2018-05-04 09:00:00,Residential Building Request,1
2018-05-04 09:00:00,Sewer Issues,2
2018-05-04 09:00:00,Sidewalk or Curb,1
2018-05-04 09:00:00,Sign Repair,3
2018-05-04 09:00:00,Street Defects,3
2018-05-04 09:00:00,Street and Sidewalk Cleaning,45
2018-05-04 09:00:00,Tree Maintenance,19
2018-05-04 10:00:00,Abandoned Vehicle,6
2018-05-04 10:00:00,Damaged Property,3
2018-05-04 10:00:00,Encampments,16
2018-05-04 10:00:00,General Request - ASSESSOR RECORDER,1
2018-05-04 10:00:00,General Request - COUNTY CLERK,2
2018-05-04 10:00:00,General Request - MTA,1
2018-05-04 10:00:00,General Request - PUBLIC WORKS,9
2018-05-04 10:00:00,Graffiti,58
2018-05-04 10:00:00,Homeless Concerns,32
2018-05-04 10:00:00,Litter Receptacles,1
2018-05-04 10:00:00,MUNI Feedback,2
2018-05-04 10:00:00,Noise Report,1
2018-05-04 10:00:00,Parking Enforcement,10
2018-05-04 10:00:00,Rec and Park Requests,5
2018-05-04 10:00:00,SFHA Requests,1
2018-05-04 10:00:00,Street Defects,6
2018-05-04 10:00:00,Street and Sidewalk Cleaning,50
2018-05-04 10:00:00,Streetlights,2
2018-05-04 10:00:00,Temporary Sign Request,2
2018-05-04 10:00:00,Tree Maintenance,11
2018-05-04 11:00:00,311 External Request,1
2018-05-04 11:00:00,Abandoned Vehicle,5
2018-05-04 11:00:00,Damaged Property,2
2018-05-04 11:00:00,Encampments,16
2018-05-04 11:00:00,General Request - BUILDING INSPECTION,2
2018-05-04 11:00:00,General Request - COUNTY CLERK,3
2018-05-04 11:00:00,General Request - DPH,1
2018-05-04 11:00:00,General Request - MTA,1
2018-05-04 11:00:00,General Request - PUBLIC WORKS,5
2018-05-04 11:00:00,Graffiti,11
2018-05-04 11:00:00,Homeless Concerns,8
2018-05-04 11:00:00,Illegal Postings,4
2018-05-04 11:00:00,Litter Receptacles,3
2018-05-04 11:00:00,MUNI Feedback,2
2018-05-04 11:00:00,Parking Enforcement,14
2018-05-04 11:00:00,Rec and Park Requests,1
2018-05-04 11:00:00,SFHA Requests,1
2018-05-04 11:00:00,Sewer Issues,3
2018-05-04 11:00:00,Sign Repair,2
2018-05-04 11:00:00,Street Defects,1
2018-05-04 11:00:00,Street and Sidewalk Cleaning,40
2018-05-04 11:00:00,Streetlights,3
2018-05-04 11:00:00,Temporary Sign Request,3
2018-05-04 11:00:00,Tree Maintenance,5
2018-05-04 12:00:00,Abandoned Vehicle,1
2018-05-04 12:00:00,Encampments,14
2018-05-04 12:00:00,General Request - BUILDING INSPECTION,2
2018-05-04 12:00:00,General Request - COUNTY CLERK,1
2018-05-04 12:00:00,General Request - MTA,1
2018-05-04 12:00:00,General Request - PUBLIC WORKS,1
2018-05-04 12:00:00,Graffiti,6
2018-05-04 12:00:00,Homeless Concerns,7
2018-05-04 12:00:00,Litter Receptacles,2
2018-05-04 12:00:00,MUNI Feedback,3
2018-05-04 12:00:00,Noise Report,1
2018-05-04 12:00:00,Parking Enforcement,13
2018-05-04 12:00:00,Rec and Park Requests,2
2018-05-04 12:00:00,Residential Building Request,1
2018-05-04 12:00:00,Sewer Issues,2
2018-05-04 12:00:00,Sidewalk or Curb,3
2018-05-04 12:00:00,Sign Repair,2
2018-05-04 12:00:00,Street Defects,4
2018-05-04 12:00:00,Street and Sidewalk Cleaning,32
2018-05-04 12:00:00,Streetlights,1
2018-05-04 12:00:00,Temporary Sign Request,1
2018-05-04 12:00:00,Tree Maintenance,1
2018-05-04 13:00:00,Abandoned Vehicle,7
2018-05-04 13:00:00,Color Curb,1
2018-05-04 13:00:00,Damaged Property,2
2018-05-04 13:00:00,Encampments,10
2018-05-04 13:00:00,General Request - COUNTY CLERK,1
2018-05-04 13:00:00,General Request - DPH,1
2018-05-04 13:00:00,General Request - MTA,1
2018-05-04 13:00:00,General Request - PUBLIC WORKS,5
2018-05-04 13:00:00,General Request - PUC,1
2018-05-04 13:00:00,General Request - TT COLLECTOR,1
2018-05-04 13:00:00,Graffiti,18
2018-05-04 13:00:00,Homeless Concerns,5
2018-05-04 13:00:00,Illegal Postings,3
2018-05-04 13:00:00,Litter Receptacles,17
2018-05-04 13:00:00,MUNI Feedback,4
2018-05-04 13:00:00,Noise Report,1
2018-05-04 13:00:00,Parking Enforcement,11
2018-05-04 13:00:00,Rec and Park Requests,2
2018-05-04 13:00:00,SFHA Requests,1
2018-05-04 13:00:00,Sidewalk or Curb,2
2018-05-04 13:00:00,Sign Repair,2
2018-05-04 13:00:00,Street Defects,3
2018-05-04 13:00:00,Street and Sidewalk Cleaning,32
2018-05-04 13:00:00,Temporary Sign Request,3
2018-05-04 13:00:00,Tree Maintenance,1
2018-05-04 14:00:00,Abandoned Vehicle,1
2018-05-04 14:00:00,Blocked Street or SideWalk,2
2018-05-04 14:00:00,Damaged Property,5
2018-05-04 14:00:00,Encampments,19
2018-05-04 14:00:00,General Request - MTA,1
2018-05-04 14:00:00,General Request - PUBLIC WORKS,5
2018-05-04 14:00:00,Graffiti,8
2018-05-04 14:00:00,Homeless Concerns,21
2018-05-04 14:00:00,Illegal Postings,1
2018-05-04 14:00:00,MUNI Feedback,3
2018-05-04 14:00:00,Parking Enforcement,10
2018-05-04 14:00:00,Rec and Park Requests,1
2018-05-04 14:00:00,Sewer Issues,2
2018-05-04 14:00:00,Sidewalk or Curb,4
2018-05-04 14:00:00,Sign Repair,4
2018-05-04 14:00:00,Street Defects,2
2018-05-04 14:00:00,Street and Sidewalk Cleaning,23
2018-05-04 14:00:00,Temporary Sign Request,3
2018-05-04 14:00:00,Tree Maintenance,2
2018-05-04 15:00:00,311 External Request,1
2018-05-04 15:00:00,Abandoned Vehicle,5
2018-05-04 15:00:00,Damaged Property,3
2018-05-04 15:00:00,Encampments,4
2018-05-04 15:00:00,General Request - BUILDING INSPECTION,3
2018-05-04 15:00:00,General Request - COUNTY CLERK,1
2018-05-04 15:00:00,General Request - DPH,1
2018-05-04 15:00:00,General Request - PUBLIC WORKS,7
2018-05-04 15:00:00,General Request - RPD,1
2018-05-04 15:00:00,General Request - SFPD,1
2018-05-04 15:00:00,Graffiti,5
2018-05-04 15:00:00,Homeless Concerns,8
2018-05-04 15:00:00,Illegal Postings,1
2018-05-04 15:00:00,Litter Receptacles,8
2018-05-04 15:00:00,MUNI Feedback,3
2018-05-04 15:00:00,Parking Enforcement,6
2018-05-04 15:00:00,Rec and Park Requests,1
2018-05-04 15:00:00,Residential Building Request,1
2018-05-04 15:00:00,Sidewalk or Curb,1
2018-05-04 15:00:00,Street Defects,3
2018-05-04 15:00:00,Street and Sidewalk Cleaning,27
2018-05-04 15:00:00,Streetlights,2
2018-05-04 15:00:00,Temporary Sign Request,3
2018-05-04 15:00:00,Tree Maintenance,3
2018-05-04 16:00:00,Abandoned Vehicle,10
2018-05-04 16:00:00,Damaged Property,1
2018-05-04 16:00:00,Encampments,8
2018-05-04 16:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-04 16:00:00,General Request - COUNTY CLERK,2
2018-05-04 16:00:00,General Request - DPH,1
